,country,code,year,total_plastic_prod
0,Malta,MLT,2006,29378.94305913021
0,Malta,MLT,2007,34350.531756442
0,Malta,MLT,2008,39400.08457037849
0,Malta,MLT,2009,37692.217689646735
0,Malta,MLT,2010,39163.51093996311
0,Malta,MLT,2011,41776.648046058566
0,Malta,MLT,2012,41009.69256433963
0,Malta,MLT,2013,45730.79173145624
0,Malta,MLT,2014,50389.321999658416
0,Malta,MLT,2015,48073.249772082956
0,Malta,MLT,2016,50572.0824962284
0,Malta,MLT,2017,58445.35969700914
0,Malta,MLT,2018,66766.47349978542
0,Malta,MLT,2019,69367.76185989266
0,Malta,MLT,2020,66097.29011541155
0,Malta,MLT,2021,78552.70714514659
0,Malta,MLT,2022,79564.10551695293
0,Malta,MLT,2023,90832.84978531639
0,Romania,ROU,1990,84455.74843191622
0,Romania,ROU,1991,63705.53914751143
0,Romania,ROU,1992,55471.545941335804
0,Romania,ROU,1993,58208.491592945895
0,Romania,ROU,1994,66404.2323329983
0,Romania,ROU,1995,82650.12764546063
0,Romania,ROU,1996,81561.33269159177
0,Romania,ROU,1997,78554.18783709014
0,Romania,ROU,1998,92069.79426101036
0,Romania,ROU,1999,79388.72898299257
0,Romania,ROU,2000,82260.56615583038
0,Romania,ROU,2001,89197.09010503649
0,Romania,ROU,2002,101717.9585806536
0,Romania,ROU,2003,127643.18292443978
0,Romania,ROU,2004,165550.5068842959
0,Romania,ROU,2005,217398.65998632787
0,Romania,ROU,2006,269442.52413134003
0,Romania,ROU,2007,385512.2282340411
0,Romania,ROU,2008,473237.1741508002
0,Romania,ROU,2009,384437.9481531672
0,Romania,ROU,2010,375444.4927911928
0,Romania,ROU,2011,425313.0645092603
0,Romania,ROU,2012,395546.1492049137
0,Romania,ROU,2013,419076.6367304234
0,Romania,ROU,2014,440991.128644832
0,Romania,ROU,2015,392788.1903486858
0,Romania,ROU,2016,409136.52132494235
0,Romania,ROU,2017,464029.24631462333
0,Romania,ROU,2018,537269.939626025
0,Romania,ROU,2019,554276.3335652775
0,Romania,ROU,2020,555037.5079683758
0,Romania,ROU,2021,631102.0808754744
0,Romania,ROU,2022,659987.0412902341
0,Romania,ROU,2023,775054.297941535
0,Somalia,SOM,1990,110259.03153547378
0,Somalia,SOM,1991,76761.94696689336
0,Somalia,SOM,1992,75834.2120978007
0,Somalia,SOM,1993,134726.51357798872
0,Somalia,SOM,1994,158362.3361554232
0,Somalia,SOM,1995,164087.71967333334
0,Somalia,SOM,1996,191615.87457382417
0,Somalia,SOM,1997,234329.79978947615
0,Somalia,SOM,1998,316685.90173219604
0,Somalia,SOM,1999,325635.07101522235
0,Somalia,SOM,2000,364877.6106534885
0,Somalia,SOM,2001,240862.11153052284
0,Somalia,SOM,2002,234429.77780613932
0,Somalia,SOM,2003,303287.03023947874
0,Somalia,SOM,2004,412646.52364799526
0,Somalia,SOM,2005,500707.05959209596
0,Somalia,SOM,2006,537431.8590199538
0,Somalia,SOM,2007,580622.1665525375
0,Somalia,SOM,2008,632251.8913802714
0,Somalia,SOM,2009,315247.57937810535
0,Somalia,SOM,2010,287365.6030668714
0,Somalia,SOM,2011,310693.6134944211
0,Somalia,SOM,2012,432116.6820302024
0,Somalia,SOM,2013,623955.4243334837
0,Somalia,SOM,2014,698938.7814359856
0,Somalia,SOM,2015,746792.2904985186
0,Somalia,SOM,2016,790183.4930478408
0,Somalia,SOM,2017,882300.8060210095
0,Somalia,SOM,2018,885061.1188730975
0,Somalia,SOM,2019,1007180.9121376978
0,Somalia,SOM,2020,984056.2764528182
0,Somalia,SOM,2021,1051901.1477127601
0,Somalia,SOM,2022,1114000.2749596394
0,Somalia,SOM,2023,1248740.2546704246
0,Solomon Islands,SLB,1990,5742.232237336286
0,Solomon Islands,SLB,1991,6080.623739915701
0,Solomon Islands,SLB,1992,7189.482056293397
0,Solomon Islands,SLB,1993,8036.923877008101
0,Solomon Islands,SLB,1994,10765.118932999741
0,Solomon Islands,SLB,1995,12545.053781866876
0,Solomon Islands,SLB,1996,13644.535071580727
0,Solomon Islands,SLB,1997,14071.240786109864
0,Solomon Islands,SLB,1998,12228.026067348364
0,Solomon Islands,SLB,1999,13041.607078402592
0,Solomon Islands,SLB,2000,11219.565884099775
0,Solomon Islands,SLB,2001,10943.404451949234
0,Solomon Islands,SLB,2002,9257.118125899851
0,Solomon Islands,SLB,2003,11161.477774300796
0,Solomon Islands,SLB,2004,12506.628858684928
0,Solomon Islands,SLB,2005,14774.344894891921
0,Solomon Islands,SLB,2006,16495.151527794027
0,Solomon Islands,SLB,2007,18580.559910682132
0,Solomon Islands,SLB,2008,20746.275726802643
0,Solomon Islands,SLB,2009,21527.125996489594
0,Solomon Islands,SLB,2010,24001.06199063372
0,Solomon Islands,SLB,2011,28430.75472284885
0,Solomon Islands,SLB,2012,31672.822436242906
0,Solomon Islands,SLB,2013,34363.75253724741
0,Solomon Islands,SLB,2014,35690.82532005675
0,Solomon Islands,SLB,2015,34951.61891499322
0,Solomon Islands,SLB,2016,36864.48116120145
0,Solomon Islands,SLB,2017,39277.56007097609
0,Solomon Islands,SLB,2018,43170.85275134648
0,Solomon Islands,SLB,2019,43269.10414150622
0,Solomon Islands,SLB,2020,41050.82743523086
0,Solomon Islands,SLB,2021,40694.04780452801
0,Solomon Islands,SLB,2022,41858.26738161557
0,Solomon Islands,SLB,2023,43593.30230707613
0,Bulgaria,BGR,1990,204383.59284538205
0,Bulgaria,BGR,1991,108407.904350916
0,Bulgaria,BGR,1992,102533.25984449909
0,Bulgaria,BGR,1993,107303.53799159842
0,Bulgaria,BGR,1994,96063.59972111699
0,Bulgaria,BGR,1995,188131.57795800472
0,Bulgaria,BGR,1996,121795.17328095439
0,Bulgaria,BGR,1997,112098.70977201969
0,Bulgaria,BGR,1998,148899.16142039595
0,Bulgaria,BGR,1999,134993.6732491297
0,Bulgaria,BGR,2000,131216.12807046436
0,Bulgaria,BGR,2001,140502.6601735152
0,Bulgaria,BGR,2002,162490.2221689688
0,Bulgaria,BGR,2003,209464.106362207
0,Bulgaria,BGR,2004,259121.26861082215
0,Bulgaria,BGR,2005,295881.965302864
0,Bulgaria,BGR,2006,340577.0943865636
0,Bulgaria,BGR,2007,440155.9564187985
0,Bulgaria,BGR,2008,539691.2035804642
0,Bulgaria,BGR,2009,515353.0708902077
0,Bulgaria,BGR,2010,502842.9330178597
0,Bulgaria,BGR,2011,571949.0034662661
0,Bulgaria,BGR,2012,537783.792301072
0,Bulgaria,BGR,2013,553276.8258636373
0,Bulgaria,BGR,2014,566210.8160380705
0,Bulgaria,BGR,2015,503348.8018376263
0,Bulgaria,BGR,2016,534575.3857547243
0,Bulgaria,BGR,2017,587528.4029310293
0,Bulgaria,BGR,2018,657469.2862820106
0,Bulgaria,BGR,2019,682342.2994225919
0,Bulgaria,BGR,2020,697080.0840418201
0,Bulgaria,BGR,2021,832523.5850459853
0,Bulgaria,BGR,2022,894978.3562119534
0,Bulgaria,BGR,2023,1006305.2556279277
0,Norway,NOR,1990,167971.71477817892
0,Norway,NOR,1991,170889.15506003035
0,Norway,NOR,1992,183460.65464105972
0,Norway,NOR,1993,169075.76322932114
0,Norway,NOR,1994,178263.1035723512
0,Norway,NOR,1995,213175.40516141086
0,Norway,NOR,1996,229287.34071729815
0,Norway,NOR,1997,226253.72026091677
0,Norway,NOR,1998,216261.19514352822
0,Norway,NOR,1999,227693.88011536584
0,Norway,NOR,2000,240416.7052169899
0,Norway,NOR,2001,244317.8294751653
0,Norway,NOR,2002,274711.1397344325
0,Norway,NOR,2003,321643.5246811952
0,Norway,NOR,2004,371958.816013836
0,Norway,NOR,2005,434650.9098970313
0,Norway,NOR,2006,486443.258021129
0,Norway,NOR,2007,564585.0099688423
0,Norway,NOR,2008,651905.8113265216
0,Norway,NOR,2009,544019.1889584509
0,Norway,NOR,2010,604419.8496927648
0,Norway,NOR,2011,703006.0570002304
0,Norway,NOR,2012,719014.5992703417
0,Norway,NOR,2013,737575.6975243137
0,Norway,NOR,2014,703533.1737788363
0,Norway,NOR,2015,544275.9474609604
0,Norway,NOR,2016,520154.0089902287
0,Norway,NOR,2017,563325.857822769
0,Norway,NOR,2018,616670.1149501859
0,Norway,NOR,2019,573137.8208836926
0,Norway,NOR,2020,515494.32918769156
0,Norway,NOR,2021,705820.8774356645
0,Norway,NOR,2022,832521.9309073578
0,Norway,NOR,2023,680785.1205711871
0,Greenland,GRL,1990,2577.2311700318382
0,Greenland,GRL,1991,2570.965725538357
0,Greenland,GRL,1992,2625.1320197626687
0,Greenland,GRL,1993,2345.140818506506
0,Greenland,GRL,1994,2544.1241624598974
0,Greenland,GRL,1995,3057.7247939542335
0,Greenland,GRL,1996,3028.796137868035
0,Greenland,GRL,1997,2711.7285923207573
0,Greenland,GRL,1998,2908.2592082273454
0,Greenland,GRL,1999,2861.9667472401234
0,Greenland,GRL,2000,2701.2843316209073
0,Greenland,GRL,2001,2747.1790081249055
0,Greenland,GRL,2002,2957.019400493253
0,Greenland,GRL,2003,3942.467099306935
0,Greenland,GRL,2004,4609.526927962258
0,Greenland,GRL,2005,4678.582276368665
0,Greenland,GRL,2006,5091.616886334028
0,Greenland,GRL,2007,5690.297428410798
0,Greenland,GRL,2008,6320.7872578137385
0,Greenland,GRL,2009,6398.868705242017
0,Greenland,GRL,2010,6331.093562089351
0,Greenland,GRL,2011,6789.628841735748
0,Greenland,GRL,2012,6600.485475647106
0,Greenland,GRL,2013,6790.857074453989
0,Greenland,GRL,2014,7188.246953353155
0,Greenland,GRL,2015,6320.839634181531
0,Greenland,GRL,2016,6846.9872197459
0,Greenland,GRL,2017,7212.395997800408
0,Greenland,GRL,2018,7728.785663763078
0,Greenland,GRL,2019,7580.895899141575
0,Greenland,GRL,2020,7797.334224556853
0,Greenland,GRL,2021,8184.116835332228
0,Greenland,GRL,2022,
0,Greenland,GRL,2023,
0,Indonesia,IDN,1990,857923.5570718999
0,Indonesia,IDN,1991,942642.4742024699
0,Indonesia,IDN,1992,1034827.5664642114
0,Indonesia,IDN,1993,1277150.381095293
0,Indonesia,IDN,1994,1429799.297142168
0,Indonesia,IDN,1995,1633810.4461560382
0,Indonesia,IDN,1996,1837803.5368696577
0,Indonesia,IDN,1997,1743874.8816941774
0,Indonesia,IDN,1998,771475.6248112369
0,Indonesia,IDN,1999,1131615.1702267306
0,Indonesia,IDN,2000,1333846.273997921
0,Indonesia,IDN,2001,1296874.6269495066
0,Indonesia,IDN,2002,1581502.7061388926
0,Indonesia,IDN,2003,1897639.410677246
0,Indonesia,IDN,2004,2075983.566120508
0,Indonesia,IDN,2005,2310643.8856879473
0,Indonesia,IDN,2006,2946782.459664938
0,Indonesia,IDN,2007,3493559.2624332053
0,Indonesia,IDN,2008,4124120.6504560565
0,Indonesia,IDN,2009,4361365.123513358
0,Indonesia,IDN,2010,6103341.119897613
0,Indonesia,IDN,2011,7217768.803618966
0,Indonesia,IDN,2012,7419039.23929562
0,Indonesia,IDN,2013,7375829.928376543
0,Indonesia,IDN,2014,7200355.442799718
0,Indonesia,IDN,2015,6958187.907503739
0,Indonesia,IDN,2016,7532259.887356664
0,Indonesia,IDN,2017,8209132.041083055
0,Indonesia,IDN,2018,8424563.53446354
0,Indonesia,IDN,2019,9045558.349431176
0,Indonesia,IDN,2020,8560221.138546595
0,Indonesia,IDN,2021,9590424.338036591
0,Indonesia,IDN,2022,10661945.05849435
0,Indonesia,IDN,2023,11083022.152887924
0,Singapore,SGP,1990,65539.02840852557
0,Singapore,SGP,1991,82441.91329910501
0,Singapore,SGP,1992,94527.56282326738
0,Singapore,SGP,1993,109890.3882317928
0,Singapore,SGP,1994,133616.71109877634
0,Singapore,SGP,1995,159226.84215196644
0,Singapore,SGP,1996,174604.26436681894
0,Singapore,SGP,1997,181550.31524481467
0,Singapore,SGP,1998,155447.4074645937
0,Singapore,SGP,1999,156460.369809989
0,Singapore,SGP,2000,174211.60941147484
0,Singapore,SGP,2001,162819.36047871705
0,Singapore,SGP,2002,167795.9976744475
0,Singapore,SGP,2003,177058.17363174696
0,Singapore,SGP,2004,208585.6485465427
0,Singapore,SGP,2005,231748.67704022204
0,Singapore,SGP,2006,269499.70075404365
0,Singapore,SGP,2007,328094.0906863045
0,Singapore,SGP,2008,351078.2712385098
0,Singapore,SGP,2009,352044.66594739544
0,Singapore,SGP,2010,434833.87599934393
0,Singapore,SGP,2011,506545.56610510236
0,Singapore,SGP,2012,535079.7082975439
0,Singapore,SGP,2013,557715.4718087371
0,Singapore,SGP,2014,570929.0862408972
0,Singapore,SGP,2015,558481.0018059259
0,Singapore,SGP,2016,578527.2981465857
0,Singapore,SGP,2017,622413.9954459167
0,Singapore,SGP,2018,683403.913931409
0,Singapore,SGP,2019,683420.1455592852
0,Singapore,SGP,2020,633712.8049394332
0,Singapore,SGP,2021,787156.505274269
0,Singapore,SGP,2022,903863.2334516563
0,Singapore,SGP,2023,909217.7118330572
0,Bahrain,BHR,1990,13526.356767116662
0,Bahrain,BHR,1991,14762.13383314371
0,Bahrain,BHR,1992,15193.337397307474
0,Bahrain,BHR,1993,16629.83240317213
0,Bahrain,BHR,1994,17804.373831830486
0,Bahrain,BHR,1995,18705.902745895943
0,Bahrain,BHR,1996,19513.02715502765
0,Bahrain,BHR,1997,20303.994370619333
0,Bahrain,BHR,1998,19774.982228201094
0,Bahrain,BHR,1999,21173.204409703172
0,Bahrain,BHR,2000,25488.66282425144
0,Bahrain,BHR,2001,25244.820173723787
0,Bahrain,BHR,2002,26980.964885808946
0,Bahrain,BHR,2003,31147.009090238105
0,Bahrain,BHR,2004,36983.749442577275
0,Bahrain,BHR,2005,44910.72993877991
0,Bahrain,BHR,2006,52043.12746671424
0,Bahrain,BHR,2007,61113.84967126612
0,Bahrain,BHR,2008,72309.81765172056
0,Bahrain,BHR,2009,64511.86432489233
0,Bahrain,BHR,2010,72316.4747056767
0,Bahrain,BHR,2011,80931.82450028647
0,Bahrain,BHR,2012,86479.91798502223
0,Bahrain,BHR,2013,91514.59553318704
0,Bahrain,BHR,2014,93900.21439696886
0,Bahrain,BHR,2015,87538.91315255925
0,Bahrain,BHR,2016,90700.86418499971
0,Bahrain,BHR,2017,99626.1035811848
0,Bahrain,BHR,2018,106315.05155761013
0,Bahrain,BHR,2019,108709.29916009316
0,Bahrain,BHR,2020,97371.0056100075
0,Bahrain,BHR,2021,110496.1751112256
0,Bahrain,BHR,2022,124824.39917557462
0,Bahrain,BHR,2023,121510.53267588829
0,Grenada,GRD,1990,5417.4888798914035
0,Grenada,GRD,1991,5858.898835922426
0,Grenada,GRD,1992,6042.064843645963
0,Grenada,GRD,1993,6035.280596768152
0,Grenada,GRD,1994,6333.324257595281
0,Grenada,GRD,1995,6665.674432810722
0,Grenada,GRD,1996,7147.599827502266
0,Grenada,GRD,1997,7640.0489938581895
0,Grenada,GRD,1998,8686.4023724396
0,Grenada,GRD,1999,9389.75914945981
0,Grenada,GRD,2000,10130.698042359925
0,Grenada,GRD,2001,10138.486614628995
0,Grenada,GRD,2002,10526.00614404121
0,Grenada,GRD,2003,11513.304179519753
0,Grenada,GRD,2004,11671.099427144245
0,Grenada,GRD,2005,13549.734804360665
0,Grenada,GRD,2006,13611.002982215672
0,Grenada,GRD,2007,14779.49733553407
0,Grenada,GRD,2008,16090.38439448527
0,Grenada,GRD,2009,15024.794432871164
0,Grenada,GRD,2010,15019.715086064858
0,Grenada,GRD,2011,15168.560149437559
0,Grenada,GRD,2012,15582.050725389588
0,Grenada,GRD,2013,16414.58741286306
0,Grenada,GRD,2014,17756.3574775952
0,Grenada,GRD,2015,19422.15235066804
0,Grenada,GRD,2016,20681.23873017228
0,Grenada,GRD,2017,21928.853289474868
0,Grenada,GRD,2018,22724.232823464416
0,Grenada,GRD,2019,23639.23674672819
0,Grenada,GRD,2020,20326.11735260538
0,Grenada,GRD,2021,21872.64858546733
0,Grenada,GRD,2022,23855.325435434534
0,Grenada,GRD,2023,25720.704266475936
0,United Arab Emirates,ARE,1990,122731.98616221473
0,United Arab Emirates,ARE,1991,124791.31184540923
0,United Arab Emirates,ARE,1992,131295.69498310747
0,United Arab Emirates,ARE,1993,134650.75392518062
0,United Arab Emirates,ARE,1994,143558.67280263043
0,United Arab Emirates,ARE,1995,159144.3986585343
0,United Arab Emirates,ARE,1996,178092.43692513587
0,United Arab Emirates,ARE,1997,190844.03476747256
0,United Arab Emirates,ARE,1998,183183.37520427338
0,United Arab Emirates,ARE,1999,204415.49334902343
0,United Arab Emirates,ARE,2000,252567.42203486775
0,United Arab Emirates,ARE,2001,250084.45329491896
0,United Arab Emirates,ARE,2002,265829.91580087086
0,United Arab Emirates,ARE,2003,301002.7795920102
0,United Arab Emirates,ARE,2004,357835.5413824864
0,United Arab Emirates,ARE,2005,437217.1468910125
0,United Arab Emirates,ARE,2006,537673.1376316246
0,United Arab Emirates,ARE,2007,624332.5037362718
0,United Arab Emirates,ARE,2008,763663.188085443
0,United Arab Emirates,ARE,2009,613757.0969328202
0,United Arab Emirates,ARE,2010,726661.7267067479
0,United Arab Emirates,ARE,2011,873460.7049310989
0,United Arab Emirates,ARE,2012,931018.1544676989
0,United Arab Emirates,ARE,2013,968801.1114389332
0,United Arab Emirates,ARE,2014,1002416.7042328363
0,United Arab Emirates,ARE,2015,896318.5354882192
0,United Arab Emirates,ARE,2016,893849.0946105537
0,United Arab Emirates,ARE,2017,945316.3350979683
0,United Arab Emirates,ARE,2018,1033750.1483860369
0,United Arab Emirates,ARE,2019,1011819.4858424214
0,United Arab Emirates,ARE,2020,845962.4442747456
0,United Arab Emirates,ARE,2021,1005015.1254165317
0,United Arab Emirates,ARE,2022,1227439.759841375
0,United Arab Emirates,ARE,2023,1220442.7423973007
0,Yemen,YEM,1990,439174.31519799615
0,Yemen,YEM,1991,509394.00977534644
0,Yemen,YEM,1992,623806.0815551069
0,Yemen,YEM,1993,755012.6654891912
0,Yemen,YEM,1994,973237.2073532409
0,Yemen,YEM,1995,444472.1336792923
0,Yemen,YEM,1996,225639.7080393215
0,Yemen,YEM,1997,237523.52545416183
0,Yemen,YEM,1998,219596.3545983409
0,Yemen,YEM,1999,265346.63092919294
0,Yemen,YEM,2000,336204.3106149148
0,Yemen,YEM,2001,342236.7530768542
0,Yemen,YEM,2002,371428.8434375568
0,Yemen,YEM,2003,409084.37479651824
0,Yemen,YEM,2004,481682.5985159354
0,Yemen,YEM,2005,581159.2891542104
0,Yemen,YEM,2006,662144.9764468258
0,Yemen,YEM,2007,752015.9986645277
0,Yemen,YEM,2008,934729.7892568578
0,Yemen,YEM,2009,872882.6695741318
0,Yemen,YEM,2010,1073524.3681837241
0,Yemen,YEM,2011,1136729.277792637
0,Yemen,YEM,2012,1229640.5388149743
0,Yemen,YEM,2013,1403794.9184185106
0,Yemen,YEM,2014,1501514.732070811
0,Yemen,YEM,2015,1474279.73104836
0,Yemen,YEM,2016,1087802.7970616256
0,Yemen,YEM,2017,932346.0865645945
0,Yemen,YEM,2018,750474.9067748364
0,Yemen,YEM,2019,
0,Yemen,YEM,2020,
0,Yemen,YEM,2021,
0,Yemen,YEM,2022,
0,Yemen,YEM,2023,
0,Lebanon,LBN,1990,13290.077510334319
0,Lebanon,LBN,1991,21961.001154523165
0,Lebanon,LBN,1992,27360.232765602937
0,Lebanon,LBN,1993,37184.05653274485
0,Lebanon,LBN,1994,44944.09046371073
0,Lebanon,LBN,1995,54868.5941552881
0,Lebanon,LBN,1996,64098.99182419728
0,Lebanon,LBN,1997,73751.84782089459
0,Lebanon,LBN,1998,80753.04862787604
0,Lebanon,LBN,1999,81426.69709780661
0,Lebanon,LBN,2000,80814.78605929414
0,Lebanon,LBN,2001,82637.9328470269
0,Lebanon,LBN,2002,89672.7326327415
0,Lebanon,LBN,2003,94030.27086645407
0,Lebanon,LBN,2004,99072.46966310342
0,Lebanon,LBN,2005,100652.71886519958
0,Lebanon,LBN,2006,103112.57040812916
0,Lebanon,LBN,2007,116244.20470037007
0,Lebanon,LBN,2008,136337.730796638
0,Lebanon,LBN,2009,165744.45251201963
0,Lebanon,LBN,2010,179998.28805766717
0,Lebanon,LBN,2011,186942.87009545948
0,Lebanon,LBN,2012,206091.1381856237
0,Lebanon,LBN,2013,219497.41708688985
0,Lebanon,LBN,2014,225186.68897701168
0,Lebanon,LBN,2015,233774.24476218215
0,Lebanon,LBN,2016,239476.90873388018
0,Lebanon,LBN,2017,248281.00152965824
0,Lebanon,LBN,2018,257054.5040840256
0,Lebanon,LBN,2019,241624.35641688042
0,Lebanon,LBN,2020,148479.41417853607
0,Lebanon,LBN,2021,108306.10622143677
0,Lebanon,LBN,2022,98288.65751936898
0,Lebanon,LBN,2023,83984.0602163449
0,Nigeria,NGA,1990,1061807.0343252418
0,Nigeria,NGA,1991,1169706.302918769
0,Nigeria,NGA,1992,1022946.7946172674
0,Nigeria,NGA,1993,1114572.4966428063
0,Nigeria,NGA,1994,1579857.8348910068
0,Nigeria,NGA,1995,2769083.1495269276
0,Nigeria,NGA,1996,3649611.713857479
0,Nigeria,NGA,1997,3946723.898620053
0,Nigeria,NGA,1998,4291893.1167842
0,Nigeria,NGA,1999,1162204.7643632914
0,Nigeria,NGA,2000,1359223.7031985908
0,Nigeria,NGA,2001,1445416.5326835767
0,Nigeria,NGA,2002,1867818.6947081813
0,Nigeria,NGA,2003,2058127.535783741
0,Nigeria,NGA,2004,2667786.159896382
0,Nigeria,NGA,2005,3451938.5821691845
0,Nigeria,NGA,2006,4685656.823202603
0,Nigeria,NGA,2007,5467844.461049767
0,Nigeria,NGA,2008,6670731.790475121
0,Nigeria,NGA,2009,5796943.569490101
0,Nigeria,NGA,2010,7211386.5196381705
0,Nigeria,NGA,2011,8144298.234055842
0,Nigeria,NGA,2012,9117061.891174888
0,Nigeria,NGA,2013,10220337.773640245
0,Nigeria,NGA,2014,11282749.788545396
0,Nigeria,NGA,2015,9688007.665116355
0,Nigeria,NGA,2016,7951382.6814741
0,Nigeria,NGA,2017,7383429.030457533
0,Nigeria,NGA,2018,8287204.818390369
0,Nigeria,NGA,2019,9324300.79122493
0,Nigeria,NGA,2020,8492737.588614529
0,Nigeria,NGA,2021,8662516.014637668
0,Nigeria,NGA,2022,9287105.297691535
0,Nigeria,NGA,2023,7129338.341453928
0,Bahamas,BHS,1990,19483.893335310186
0,Bahamas,BHS,1991,19146.402270714985
0,Bahamas,BHS,1992,19133.10940602633
0,Bahamas,BHS,1993,19028.48963764343
0,Bahamas,BHS,1994,20056.225009404894
0,Bahamas,BHS,1995,21102.422693233933
0,Bahamas,BHS,1996,22210.161417288207
0,Bahamas,BHS,1997,38970.00214806848
0,Bahamas,BHS,1998,42052.34668878972
0,Bahamas,BHS,1999,47287.33527554955
0,Bahamas,BHS,2000,49703.436514792375
0,Bahamas,BHS,2001,51188.79106166871
0,Bahamas,BHS,2002,54655.58248067701
0,Bahamas,BHS,2003,54587.456549147675
0,Bahamas,BHS,2004,55727.196614119064
0,Bahamas,BHS,2005,60532.99798634809
0,Bahamas,BHS,2006,62570.31412300458
0,Bahamas,BHS,2007,65346.36890652482
0,Bahamas,BHS,2008,64778.09894108496
0,Bahamas,BHS,2009,61430.02018867115
0,Bahamas,BHS,2010,62130.35722643435
0,Bahamas,BHS,2011,61974.59685362428
0,Bahamas,BHS,2012,65975.07217346584
0,Bahamas,BHS,2013,63976.834597352376
0,Bahamas,BHS,2014,67535.75295357786
0,Bahamas,BHS,2015,71830.08674049494
0,Bahamas,BHS,2016,72280.56715494368
0,Bahamas,BHS,2017,75305.92469241635
0,Bahamas,BHS,2018,77638.9455273551
0,Bahamas,BHS,2019,80103.04877797361
0,Bahamas,BHS,2020,61283.79867709599
0,Bahamas,BHS,2021,69965.39322167024
0,Bahamas,BHS,2022,80842.77208148096
0,Bahamas,BHS,2023,88240.62052695676
0,Portugal,PRT,1990,408934.873863341
0,Portugal,PRT,1991,463587.1060689903
0,Portugal,PRT,1992,558963.3265202966
0,Portugal,PRT,1993,493595.42020468594
0,Portugal,PRT,1994,517903.2237174131
0,Portugal,PRT,1995,613668.3943079013
0,Portugal,PRT,1996,637088.8191390905
0,Portugal,PRT,1997,607925.2359766157
0,Portugal,PRT,1998,643926.9505119198
0,Portugal,PRT,1999,662235.1628508744
0,Portugal,PRT,2000,616178.6431945862
0,Portugal,PRT,2001,631758.6265997484
0,Portugal,PRT,2002,700290.9963204729
0,Portugal,PRT,2003,858384.3438266641
0,Portugal,PRT,2004,983879.5121543978
0,Portugal,PRT,2005,1024774.9121622365
0,Portugal,PRT,2006,1084533.1688460575
0,Portugal,PRT,2007,1249427.5010432636
0,Portugal,PRT,2008,1368502.9525011831
0,Portugal,PRT,2009,1271099.9112265834
0,Portugal,PRT,2010,1237046.5719064241
0,Portugal,PRT,2011,1273438.9362377333
0,Portugal,PRT,2012,1123329.897729175
0,Portugal,PRT,2013,1176370.9835497139
0,Portugal,PRT,2014,1194388.5166010999
0,Portugal,PRT,2015,1035893.6433728468
0,Portugal,PRT,2016,1072426.7914735274
0,Portugal,PRT,2017,1150000.1947279938
0,Portugal,PRT,2018,1258867.0342251835
0,Portugal,PRT,2019,1246781.972935647
0,Portugal,PRT,2020,1189868.1469193024
0,Portugal,PRT,2021,1327556.6340240068
0,Portugal,PRT,2022,1325799.721338628
0,Portugal,PRT,2023,1491440.3742463908
0,Palau,PLW,1990,675.7745692743944
0,Palau,PLW,1991,737.007825952204
0,Palau,PLW,1992,724.6684870221015
0,Palau,PLW,1993,667.1522276010483
0,Palau,PLW,1994,734.1249579779511
0,Palau,PLW,1995,837.0450046595222
0,Palau,PLW,1996,951.0047480150484
0,Palau,PLW,1997,995.0376513204394
0,Palau,PLW,1998,1031.1343676928711
0,Palau,PLW,1999,997.428744071637
0,Palau,PLW,2000,1034.2899436114558
0,Palau,PLW,2001,1102.8872533201932
0,Palau,PLW,2002,1125.10384664895
0,Palau,PLW,2003,1069.0396236795477
0,Palau,PLW,2004,1150.8754495247324
0,Palau,PLW,2005,1321.4187054365916
0,Palau,PLW,2006,1339.618446154037
0,Palau,PLW,2007,1389.5841454426075
0,Palau,PLW,2008,1391.4080878185596
0,Palau,PLW,2009,1314.1533314543815
0,Palau,PLW,2010,1301.5392955307875
0,Palau,PLW,2011,1375.545213904059
0,Palau,PLW,2012,1492.3572086692498
0,Palau,PLW,2013,1551.1681102831442
0,Palau,PLW,2014,1699.6416845539748
0,Palau,PLW,2015,1986.578046948995
0,Palau,PLW,2016,2112.3798338471192
0,Palau,PLW,2017,2022.059119255563
0,Palau,PLW,2018,1993.114350572849
0,Palau,PLW,2019,1949.3160925887303
0,Palau,PLW,2020,1806.4898584749967
0,Palau,PLW,2021,1589.8531660782699
0,Palau,PLW,2022,1676.1422524577285
0,Palau,PLW,2023,1819.2275666919227
0,Peru,PER,1990,334317.92889526277
0,Peru,PER,1991,434714.1071395869
0,Peru,PER,1992,455282.223353389
0,Peru,PER,1993,440924.5473001675
0,Peru,PER,1994,568143.2829179267
0,Peru,PER,1995,674864.1280527314
0,Peru,PER,1996,699416.9636561126
0,Peru,PER,1997,736064.9174698041
0,Peru,PER,1998,702569.6298031237
0,Peru,PER,1999,635300.1351309599
0,Peru,PER,2000,655014.9146162085
0,Peru,PER,2001,658627.794677335
0,Peru,PER,2002,693405.9037796248
0,Peru,PER,2003,743451.293609703
0,Peru,PER,2004,845196.8045666569
0,Peru,PER,2005,962819.0728335539
0,Peru,PER,2006,1122096.7249289604
0,Peru,PER,2007,1293339.2781186535
0,Peru,PER,2008,1525999.1046001771
0,Peru,PER,2009,1529447.1328153445
0,Peru,PER,2010,1867489.9498557402
0,Peru,PER,2011,2174259.2516249516
0,Peru,PER,2012,2438675.2200903343
0,Peru,PER,2013,2546596.199665496
